Artikelnr,GNP,Materialklass,Enhet,Lagerförd,Benämning,Multipel,Miljöavgift,Förlängd ansvarstid,Energieffektivt
6520127,1940,PNJ14B,ST,N,TILLUFTSGALLER DH 800X150KB,0,N,N,N
6520128,2115,PNJ14B,ST,N,TILLUFTSGALLER DH 900X150KB,0,N,N,N
6520129,2180,PNJ14B,ST,N,TILLUFTSGALLER DH 1000X150KB,0,N,N,N
6520134,2180,PNJ14B,ST,N,TILLUFTSGALLER DH 800X200KB,0,N,N,N
6520135,2355,PNJ14B,ST,N,TILLUFTSGALLER DH 900X200KB,0,N,N,N
6520136,2575,PNJ14B,ST,N,TILLUFTSGALLER DH 1000X200KB,0,N,N,N
6520154V,122,PNJ26B,ST,N,"GALLER 240 IK/80 ALUINSEKTSNÄT, PISLA",0,N,N,N
6520159,4710,PNJ14B,ST,N,ANLSUTN.LÅDA DLKR-B 400x200KB,0,N,N,N
6520159S,4710,PNJ14B,ST,N,ANSLUTN.LÅDA DLKR-S 400x200KB,0,N,N,N
6520160,5075,PNJ14B,ST,N,ANLSUTN.LÅDA DLKR-B 500x200KB,0,N,N,N
6520160S,5075,PNJ14B,ST,N,ANSLUTN.LÅDA DLKR-S 500x200KB,0,N,N,N
6520186,186,PNJ14B,ST,N,MUFF/NIPPEL 125MELLAN TSK(E) & TK,0,N,N,N
6520186A,202,PNJ14B,ST,N,MUFF/NIPPEL 160MELLAN TSK(E) & TK,0,N,N,N
6520186B,212,PNJ14B,ST,N,MUFF/NIPPEL 200MELLAN TSK(E) & TK,0,N,N,N
6520186C,241,PNJ14B,ST,N,MUFF/NIPPEL 250MELLAN TSK(E) & TK,0,N,N,N
6520206,2880,PNJ14B,ST,N,TILLUFTSGALLER DSK 600X150KB,0,N,N,N
6520207,3010,PNJ14B,ST,N,TILLUFTSGALLER DSK 600X200KB,0,N,N,N
6520229,2995,PNJ14B,ST,N,FRÅN-/ÖVERLUFTDON REKT KB E51200X100,0,N,N,N
6520241,3210,PNJ14B,ST,N,FRÅN-/ÖVERLUFTDON REKT KB E51200X150,0,N,N,N
6520253,3390,PNJ14B,ST,N,FRÅN-/ÖVERLUFTDON REKT KB E51200X200,0,N,N,N
6520360,851,PNJ15B,ST,N,TILLUFTSDON TSK 100KLIMATBYRÅN,0,N,N,N
6520361,1105,PNJ15B,ST,N,TILLUFTSDON TSK 125KLIMATBYRÅN,0,N,N,N
6520362,1170,PNJ15B,ST,N,TILLUFTSDON TSK 160KLIMATBYRÅN,0,N,N,N
6520363,2270,PNJ15B,ST,N,TILLUFTSDON TSK 200KLIMATBYRÅN,0,N,N,N
6520364,2635,PNJ15B,ST,N,TILLUFTSDON TSK 250KLIMATBYRÅN,0,N,N,N
6520365,927,PNJ15B,ST,N,TILLUFTSDON TSKE 100KLIMATBYRÅN,0,N,N,N
6520366,1145,PNJ15B,ST,N,TILLUFTSDON TSKE 125KLIMATBYRÅN,0,N,N,N
6520367,1325,PNJ15B,ST,N,TILLUFTSDON TSKE 160KLIMATBYRÅN,0,N,N,N
6520381,4230,PNJ14B,ST,N,KONSPRIDARE RAI 16KLIMATBYRÅN,0,N,N,N
6520382,4980,PNJ14B,ST,N,KONSPRIDARE RAI 20KLIMATBYRÅN,0,N,N,N
6520383,5450,PNJ14B,ST,N,KONSPRIDARE RAI 25KLIMATBYRÅN,0,N,N,N
6520384,6150,PNJ14B,ST,N,KONSPRIDARE RAI 31KLIMATBYRÅN,0,N,N,N
6520419,418,PNJ14B,ST,N,FÄSTRAM KB 1200-100,0,N,N,N
6520431,418,PNJ14B,ST,N,FÄSTRAM KB 1200-150,0,N,N,N
